type,report,title,attachedFile,shopCode,year,hatsujun,period,customerNumberFrom, customerNumberTo,expirationDate,outputDate
,SAMPLE1,document_name_20071,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20072,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20073,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20074,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20075,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20076,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20077,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20078,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20079,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20080,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20081,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20082,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20083,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20084,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20085,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20086,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20087,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20088,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20089,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20090,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20091,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20092,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20093,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20094,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20095,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20096,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20097,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20098,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20099,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20100,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20101,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20102,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20103,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20104,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20105,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20106,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20107,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20108,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20109,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20110,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20111,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20112,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20113,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20114,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20115,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20116,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20117,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20118,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20119,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20120,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20121,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20122,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20123,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20124,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20125,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20126,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20127,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20128,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20129,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20130,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20131,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20132,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20133,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20134,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20135,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20136,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20137,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20138,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20139,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20140,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20141,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20142,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20143,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20144,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20145,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20146,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20147,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20148,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20149,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20150,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20151,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20152,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20153,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20154,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20155,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20156,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20157,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20158,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20159,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20160,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20161,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20162,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20163,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20164,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20165,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20166,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20167,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20168,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20169,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20170,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20171,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20172,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20173,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20174,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20175,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20176,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20177,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20178,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20179,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20180,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20181,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20182,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20183,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20184,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20185,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20186,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20187,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20188,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20189,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20190,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20191,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20192,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20193,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20194,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20195,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20196,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20197,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20198,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20199,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20200,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20201,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20202,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20203,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20204,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20205,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20206,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20207,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20208,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20209,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20210,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20211,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20212,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20213,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20214,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20215,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20216,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20217,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20218,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20219,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
,SAMPLE1,document_name_20220,SimpleEntity.csv,1,2021,21,202112,11111,99999,2021/12/31,2021/12/31 13:00:00
